pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards
6323596,28758,-1.048,Cade Yacamelli,WIUN,1,2,3,9,6:18,0,0
6323627,28758,-0.607,Vinny Anthony II,WIUN,1,1,3,10,5:25,0,0
6323639,28758,0.993,Eugene Hilton Jr.,WIUN,1,2,3,10,5:19,1,11
6323649,28758,1.601,Grant Stec,WIUN,1,1,3,10,4:59,1,22
6323716,28758,0.85,Vinny Anthony II,WIUN,1,1,3,3,4:12,1,3
6323799,28758,-0.88,Chris Brooks Jr.,WIUN,1,1,3,10,2:01,0,0
6323828,28758,-0.504,Trech Kekahuna,WIUN,1,1,3,20,0:25,0,0
6323840,28758,-0.449,Jayden Ballard,WIUN,1,2,3,20,0:22,1,5
6323994,28758,-0.581,Dilin Jones,WIUN,1,1,4,10,11:44,1,2
6320415,28760,-0.936,Caleb Goodie,OHCI,1,1,1,10,14:57,0,0
6320477,28760,-1.014,Cyrus Allen,OHCI,1,3,1,4,12:58,1,9
6320487,28760,-1.646,Cyrus Allen,OHCI,1,3,1,9,12:45,1,-3
6320619,28760,-0.91,Emmett Johnson,NEUN,1,1,1,10,12:00,0,0
6320664,28760,2.076,Jacory Barney Jr.,NEUN,1,3,1,4,11:15,1,6
6320781,28760,0.003,Luke Lindenmeyer,NEUN,1,3,1,17,9:42,1,7
6320922,28760,-0.724,Joe Royer,OHCI,1,1,1,10,9:00,1,1
6320995,28760,-0.226,Cyrus Allen,OHCI,1,2,1,1,7:18,1,10
6321027,28760,0.336,Patrick Gurd,OHCI,1,1,1,10,6:47,1,6
6321363,28760,0.62,Nyziah Hunter,NEUN,1,1,1,10,4:15,1,7
6321409,28760,2.361,Dane Key,NEUN,1,3,1,5,3:12,1,11
6321440,28760,1.773,Dane Key,NEUN,1,3,1,5,1:24,1,9
6321466,28760,-0.93,Nyziah Hunter,NEUN,1,2,1,9,0:07,0,0
6321728,28760,-1.138,Jeff Caldwell,OHCI,1,2,2,9,14:21,0,0
6321760,28760,-1.003,Evan Pryor,OHCI,1,3,2,9,14:14,1,5
6321900,28760,-0.051,Luke Lindenmeyer,NEUN,1,1,2,10,13:27,1,5
6321959,28760,-0.611,Isaiah Mozee,NEUN,1,1,2,10,11:51,1,2
6321967,28760,1.906,Cortez Mills Jr.,NEUN,1,2,2,8,11:13,1,13
6321979,28760,1.621,Nyziah Hunter,NEUN,1,1,2,10,10:49,1,24
6322111,28760,2.752,Luke Lindenmeyer,NEUN,1,3,2,6,7:24,1,8
6322172,28760,-0.593,Nyziah Hunter,NEUN,1,2,2,4,5:50,0,0
6322189,28760,-1.535,Heinrich Haarberg,NEUN,1,3,2,4,5:45,0,0
6322585,28760,1.431,Emmett Johnson,NEUN,1,1,2,10,4:26,1,9
6322641,28760,-0.948,Jacory Barney Jr.,NEUN,1,2,2,10,2:15,0,0
6322857,28760,-2.342,Tawee Walker,OHCI,1,2,2,1,1:33,1,-4
6323021,28760,-5.053,Caleb Goodie,OHCI,1,1,2,10,1:09,1,1
6323024,28760,0.641,Nyziah Hunter,NEUN,1,1,2,10,1:03,1,15
6323029,28760,2.395,Nyziah Hunter,NEUN,1,2,2,5,0:16,1,5
6323498,28760,-0.222,Dane Key,NEUN,1,1,3,10,15:00,1,4
6323508,28760,0.298,Jacory Barney Jr.,NEUN,1,2,3,6,14:35,1,5
6323537,28760,2.305,Dane Key,NEUN,1,2,3,12,12:59,1,15
6323567,28760,0.466,Quinn Clark,NEUN,1,2,3,10,11:51,1,7
6323582,28760,-3.5,Emmett Johnson,NEUN,1,4,3,2,10:30,0,0
6323645,28760,-0.132,Joe Royer,OHCI,1,1,3,10,10:25,1,4
6323679,28760,-0.789,Jeff Caldwell,OHCI,1,2,3,2,8:54,0,0
6323691,28760,-1.411,Evan Pryor,OHCI,1,3,3,2,8:50,0,0
6323850,28760,-0.95,Emmett Johnson,NEUN,1,1,3,10,6:48,0,0
6323867,28760,-0.162,Emmett Johnson,NEUN,1,1,3,10,6:17,1,4
6323890,28760,-1.543,Janiran Bonner,NEUN,1,3,3,6,5:03,1,4
6323936,28760,1.075,Jacory Barney Jr.,NEUN,1,1,3,10,2:38,1,13
6323947,28760,-0.522,Emmett Johnson,NEUN,1,1,3,10,1:56,1,2
6324010,28760,0.404,Nyziah Hunter,NEUN,1,1,4,10,15:00,1,6
6324052,28758,2.499,Eugene Hilton Jr.,WIUN,1,3,4,5,10:47,0,0
6324057,28758,0.853,Grant Stec,WIUN,1,2,4,7,10:09,1,9
6324061,28758,-0.955,Lance Mason,WIUN,1,2,4,18,8:48,0,0
6324063,28758,-1.123,Jayden Ballard,WIUN,1,3,4,18,8:44,0,0
6324209,28758,1.713,Vinny Anthony II,WIUN,1,2,4,6,4:31,1,12
6324018,28760,1.156,Jacory Barney Jr.,NEUN,1,3,4,4,14:18,1,5
6324024,28760,-0.66,Emmett Johnson,NEUN,1,1,4,10,13:41,1,0
6324036,28760,1.373,Luke Lindenmeyer,NEUN,1,2,4,10,12:58,1,19
6324038,28760,0.252,Emmett Johnson,NEUN,1,1,4,10,12:21,1,5
6324104,28760,3.078,Dane Key,NEUN,1,4,4,2,10:40,1,3
6324186,28760,0.195,Jeff Caldwell,OHCI,1,1,4,10,9:08,1,5
6324190,28760,-0.587,Cyrus Allen,OHCI,1,2,4,5,8:34,0,0
6324205,28760,0.593,Joe Royer,OHCI,1,1,4,7,7:50,1,6
6324270,28760,0.806,Luke Lindenmeyer,NEUN,1,1,4,10,7:09,1,8
6324283,28760,0.723,Dane Key,NEUN,1,2,4,2,6:30,1,9
6324286,28760,0.968,Nyziah Hunter,NEUN,1,1,4,10,5:51,1,8
6324299,28760,-0.432,Emmett Johnson,NEUN,1,2,4,4,4:00,1,2
6324325,28760,-1.089,Jacory Barney Jr.,NEUN,1,1,4,10,2:36,1,-2
6324359,28760,-0.819,Emmett Johnson,NEUN,1,3,4,19,2:25,1,5
6324389,28760,1.26,Cyrus Allen,OHCI,1,2,4,2,2:00,1,14
6324392,28760,-0.918,Joe Royer,OHCI,1,1,4,10,1:51,0,0
6324397,28760,0.614,Cyrus Allen,OHCI,1,2,4,10,1:47,1,8
6324404,28760,-2.08,Cyrus Allen,OHCI,1,3,4,7,1:14,0,0
6324419,28760,4.697,Cyrus Allen,OHCI,1,4,4,7,1:09,1,12
6324432,28760,-0.918,Caleb Goodie,OHCI,1,2,4,2,0:59,0,0
6324438,28760,0.431,Cyrus Allen,OHCI,1,1,4,10,0:47,0,0
6324449,28760,-4.135,Caleb Goodie,OHCI,1,1,4,10,0:41,0,0
6325809,28762,-1.108,Bryson Washington,TXBA,1,1,1,10,15:00,1,-1
6325811,28762,-1.16,Michael Trigg,TXBA,1,2,1,11,14:35,0,0
6325844,28762,1.047,Michael Trigg,TXBA,1,3,1,16,14:29,1,15
6325921,28762,1.233,Kole Wilson,TXBA,1,2,1,11,13:11,1,10
6325943,28762,-0.607,Michael Trigg,TXBA,1,1,1,10,12:23,0,0
6326004,28762,-1.294,Bryson Washington,TXBA,1,3,1,10,10:43,0,0
6326125,28762,-1.086,Cam Coleman,ALAU,1,2,1,10,10:04,0,0
6326235,28762,3.6,Kole Wilson,TXBA,1,2,1,10,8:46,1,57
6326301,28762,-2.891,Michael Trigg,TXBA,1,4,1,3,6:31,0,0
6326469,28762,0.59,Preston Howard,ALAU,1,1,1,10,4:08,1,7
6326506,28762,3.141,Malcolm Simmons,ALAU,1,2,1,15,2:09,1,26
6326646,28762,-1.018,Bryson Washington,TXBA,1,3,2,12,14:26,0,0
6326681,28762,0.968,Horatio Fields,ALAU,1,1,2,10,14:14,1,8
6326855,28762,0.943,Ashtyn Hawkins,TXBA,1,1,2,10,10:29,1,12
6326895,28762,-1.911,Louis Brown IV,TXBA,1,3,2,3,8:55,0,0
6326909,28762,-2.993,Michael Trigg,TXBA,1,4,2,3,8:50,0,0
6327005,28762,0.892,Cam Coleman,ALAU,1,1,2,10,8:03,1,23
6327023,28762,-0.481,Cam Coleman,ALAU,1,1,2,10,7:17,0,0
6327059,28762,-0.629,Brandon Frazier,ALAU,1,3,2,9,6:30,1,6
6327167,28762,1.223,Kole Wilson,TXBA,1,1,2,10,5:45,1,16
6327193,28762,0.821,Kole Wilson,TXBA,1,1,2,10,5:01,1,8
6327201,28762,-0.262,Kole Wilson,TXBA,1,2,2,2,4:43,1,4
6327208,28762,-0.598,Michael Trigg,TXBA,1,1,2,10,4:14,0,0
6327245,28762,-1.605,Ashtyn Hawkins,TXBA,1,3,2,8,3:34,0,0
6327257,28762,5.545,Kobe Prentice,TXBA,1,4,2,8,3:28,1,33
6327340,28762,1.335,Brandon Frazier,ALAU,1,1,2,10,3:21,1,9
6327581,28762,-0.887,Louis Brown IV,TXBA,1,1,2,10,0:38,0,0
6327638,28762,0.616,Michael Trigg,TXBA,1,3,2,18,0:28,1,15
6327655,28762,3.615,Louis Brown IV,TXBA,1,4,2,3,0:21,0,0
6327669,28762,-0.727,Kole Wilson,TXBA,1,1,2,10,0:14,0,0
6327695,28762,-0.995,Michael Trigg,TXBA,1,2,2,10,0:08,0,0
6327720,28762,0,Louis Brown IV,TXBA,1,3,2,10,0:04,1,18
6328250,28762,-1.06,Malcolm Simmons,ALAU,1,2,3,4,11:55,0,0
6328257,28762,-2.556,Eric Singleton Jr.,ALAU,1,3,3,4,11:48,0,0
6328339,28762,1.49,Michael Trigg,TXBA,1,1,3,10,11:23,1,17
6328353,28762,-1.17,Kole Wilson,TXBA,1,2,3,9,10:12,0,0
6328431,28762,1.44,Eric Singleton Jr.,ALAU,1,1,3,10,8:51,1,9
6328447,28762,0.42,Eric Singleton Jr.,ALAU,1,1,3,10,7:37,1,6
6328459,28762,0.243,Eric Singleton Jr.,ALAU,1,1,3,10,7:00,1,5
6328530,28762,2.338,Michael Trigg,TXBA,1,2,3,9,5:07,1,20
6328535,28762,-1.601,Josh Cameron,TXBA,1,1,3,10,4:42,1,11
6328540,28762,-0.515,Josh Cameron,TXBA,1,1,3,20,4:16,0,0
6328553,28762,3.332,Ashtyn Hawkins,TXBA,1,2,3,20,4:11,1,36
6328563,28762,-1.278,Michael Trigg,TXBA,1,1,3,10,3:30,0,0
6328575,28762,1.136,Ashtyn Hawkins,TXBA,1,1,3,20,3:20,1,13
6328591,28762,0.369,Ashtyn Hawkins,TXBA,1,3,3,2,2:05,0,0
6328613,28762,-0.442,Josh Cameron,TXBA,1,1,3,9,1:59,0,0
6328625,28762,0.195,Kobe Prentice,TXBA,1,2,3,9,1:54,1,5
6328639,28762,-0.581,Michael Trigg,TXBA,1,3,3,4,1:11,0,0
6328649,28762,2.787,Caden Knighten,TXBA,1,4,3,4,1:05,1,4
6328731,28762,-0.968,Kole Wilson,TXBA,1,1,3,10,0:37,0,0
6328739,28762,2.979,Josh Cameron,TXBA,1,2,3,10,0:31,1,27
6328792,28762,-0.54,Michael Trigg,TXBA,1,1,4,18,14:28,0,0
6328799,28762,1.781,Michael Trigg,TXBA,1,2,4,18,14:23,1,16
6328808,28762,1.331,Kole Wilson,TXBA,1,3,4,2,13:51,1,22
6328812,28762,0.225,Ashtyn Hawkins,TXBA,1,1,4,10,13:14,0,0
6328827,28762,1.777,Michael Trigg,TXBA,1,3,4,2,11:54,1,4
6328863,28762,-1.122,Jeremiah Cobb,ALAU,1,2,4,8,11:14,1,0
6328865,28762,2.714,Horatio Fields,ALAU,1,3,4,8,10:35,1,9
6328978,28762,-0.952,Ashtyn Hawkins,TXBA,1,1,4,10,4:32,0,0
6329000,28762,-0.031,Kole Wilson,TXBA,1,2,4,10,4:25,1,6
6329004,28762,2.138,Ashtyn Hawkins,TXBA,1,3,4,4,3:58,1,9
6329011,28762,0.689,Kole Wilson,TXBA,1,1,4,10,3:24,1,11
6329014,28762,0.587,Michael Trigg,TXBA,1,1,4,10,2:56,0,0
6329019,28762,-1.39,Bryson Washington,TXBA,1,1,4,10,2:50,0,0
6329029,28762,1.953,Josh Cameron,TXBA,1,1,4,20,2:43,1,27
6329039,28762,-0.43,Bryson Washington,TXBA,1,2,4,16,2:00,1,3
6329062,28762,1.421,Michael Trigg,TXBA,1,3,4,13,1:52,1,12
6329068,28762,-3.647,Michael Trigg,TXBA,1,4,4,1,1:23,0,0
6325315,28765,0.309,Emmanuel Henderson Jr.,KSUN,1,1,1,10,12:58,1,6
6325321,28765,0.549,Levi Wentz,KSUN,1,1,1,10,12:19,1,7
6325324,28765,0.291,Emmanuel Henderson Jr.,KSUN,1,2,1,3,11:57,1,21
6325331,28765,1.551,DeShawn Hanika,KSUN,1,2,1,3,11:17,1,4
6325475,28765,-0.965,Doug Emilien,KSUN,1,1,1,10,8:26,0,0
6325495,28765,-1.408,Keaton Kubecka,KSUN,1,3,1,5,7:43,0,0
6325609,28765,0.373,Levi Wentz,KSUN,1,2,1,6,6:00,1,5
6325619,28765,0.532,Levi Wentz,KSUN,1,1,1,10,4:57,1,11
6325623,28765,-0.889,Emmanuel Henderson Jr.,KSUN,1,1,1,10,4:25,1,4
6325661,28765,1.545,Boden Groen,KSUN,1,1,1,16,4:01,1,27
6325669,28765,1.659,Emmanuel Henderson Jr.,KSUN,1,2,1,3,3:15,1,9
6326006,28765,1.738,Emmanuel Henderson Jr.,KSUN,1,2,2,9,13:40,1,28
6326036,28765,-0.468,Keaton Kubecka,KSUN,1,1,2,10,13:14,0,0
6326040,28765,2.783,Cam Pickett,KSUN,1,2,2,10,13:11,1,20
6326305,28765,-1.162,Emmanuel Henderson Jr.,KSUN,1,2,2,9,9:11,0,0
6326317,28765,-1.163,Doug Emilien,KSUN,1,3,2,9,9:05,0,0
6326465,28765,2.17,Boden Groen,KSUN,1,2,2,7,6:44,1,26
6326473,28765,0.513,Bryson Canty,KSUN,1,1,2,10,6:15,1,14
6326481,28765,0.177,Doug Emilien,KSUN,1,1,2,10,5:58,1,5
6326722,28765,-0.145,Emmanuel Henderson Jr.,KSUN,1,1,2,5,1:25,0,0
6326746,28765,1.105,Cam Pickett,KSUN,1,1,2,10,1:18,1,9
6326782,28765,-0.46,Levi Wentz,KSUN,1,1,2,10,0:59,0,0
6326798,28765,1.104,Levi Wentz,KSUN,1,2,2,10,0:53,1,9
6326826,28765,-4.895,Cam Pickett,KSUN,1,1,2,9,0:41,0,0
6327324,28765,1.014,Carson Bruhn,KSUN,1,1,3,10,15:00,1,13
6327365,28765,4.295,Emmanuel Henderson Jr.,KSUN,1,1,3,10,14:21,1,62
6327540,28765,-0.943,Levi Wentz,KSUN,1,2,3,1,10:29,0,0
6327843,28765,-1.224,Bryson Canty,KSUN,1,2,3,4,4:29,0,0
6327857,28765,2.443,Leyton Cure,KSUN,1,3,3,4,4:22,1,10
6327891,28765,-1.564,Bryce Cohoon,KSUN,1,3,3,6,3:02,0,0
6327981,28765,1.733,Bryson Canty,KSUN,1,1,3,10,0:50,1,28
6328259,28765,0.601,Tate Nagy,KSUN,1,1,4,10,9:36,1,12
6328271,28765,0.806,Mack Moeller,KSUN,1,1,4,10,8:52,1,8
6328342,28765,1.861,Tate Nagy,KSUN,1,4,4,2,4:57,1,8
6325000,28767,-0.921,Chris Barnes,NCWF,1,2,1,8,14:08,1,4
6325003,28767,-0.366,Carlos Hernandez,NCWF,1,2,1,14,13:47,1,5
6325016,28767,0.761,Chris Barnes,NCWF,1,1,1,10,11:58,1,15
6325033,28767,0.553,Sterling Berkhalter,NCWF,1,1,1,10,9:41,1,7
6325036,28767,0.295,Eni Falayi,NCWF,1,2,1,3,9:09,1,12
6325226,28767,-0.91,Carlos Hernandez,NCWF,1,1,1,10,4:32,0,0
6325372,28767,-1.053,Chris Barnes,NCWF,1,2,2,12,14:34,0,0
6325753,28767,-0.077,Carlos Hernandez,NCWF,1,1,2,5,7:31,1,11
6325772,28767,-1.1,Jamario Clements,NCWF,1,2,2,12,6:32,0,0
6326025,28767,2.262,Sterling Berkhalter,NCWF,1,3,2,4,3:05,1,9
6326045,28767,1.159,Eni Falayi,NCWF,1,1,2,10,2:35,1,18
6326136,28767,-0.885,Ty Clark III,NCWF,1,2,2,4,1:31,1,12
6326188,28767,0.846,Kamrean Johnson,NCWF,1,3,2,11,1:16,0,0
6326347,28767,-0.845,Carlos Hernandez,NCWF,1,1,2,10,0:19,0,0
6326359,28767,1.897,Sterling Berkhalter,NCWF,1,2,2,10,0:14,1,18
6326383,28767,-3.255,Eni Falayi,NCWF,1,1,2,10,0:07,1,5
6327015,28767,0.537,Ty Clark III,NCWF,1,1,3,10,9:21,1,7
6327100,28767,-0.738,Carlos Hernandez,NCWF,1,1,3,10,8:37,0,0
6327121,28767,-1.006,Micah Mays Jr.,NCWF,1,2,3,10,8:35,0,0
6327307,28767,2.372,Karate Brenson,NCWF,1,1,3,10,5:37,1,41
6327643,28767,0.481,Jamario Clements,NCWF,1,1,4,10,13:27,1,7
6327664,28767,1.83,Micah Mays Jr.,NCWF,1,3,4,4,12:30,1,5
6327677,28767,-0.167,Carlos Hernandez,NCWF,1,1,4,10,11:53,1,4
6327693,28767,-0.778,Micah Mays Jr.,NCWF,1,1,4,10,10:41,0,0
6327755,28767,1.64,Eni Falayi,NCWF,1,2,4,10,10:35,1,17
6327785,28767,0.537,Micah Mays Jr.,NCWF,1,2,4,6,9:34,1,5
6328043,28767,-0.267,Chris Barnes,NCWF,1,1,4,10,6:42,1,4
6328071,28767,2.994,Micah Mays Jr.,NCWF,1,3,4,3,5:33,1,23
6328137,28767,-1.298,Chris Barnes,NCWF,1,2,4,7,2:35,1,15
6328150,28767,-0.853,Ty Clark III,NCWF,1,2,4,17,2:28,1,1
6325834,28768,-0.027,Quentin Gibson,COUN,1,1,1,10,14:35,1,4
6325897,28768,1.893,DeKalon Taylor,COUN,1,3,1,2,12:17,1,8
6326043,28768,1.003,Isiah Canion,GATC,1,1,1,10,11:00,1,13
6326079,28768,-0.768,DeKalon Taylor,COUN,1,1,1,10,10:22,0,0
6326095,28768,-1.037,Dre'lon Miller,COUN,1,2,1,10,10:18,0,0
6326107,28768,-1.505,Sincere Brown,COUN,1,3,1,10,10:13,0,0
6326287,28768,-5.158,Bailey Stockton,GATC,1,1,1,10,7:11,0,0
6326308,28768,-1.348,Dre'lon Miller,COUN,1,1,1,10,7:04,1,-3
6326344,28768,-1.806,Micah Welch,COUN,1,3,1,4,5:45,1,3
6326427,28768,1.319,Isiah Canion,GATC,1,1,1,10,5:01,0,0
6326441,28768,1.713,Bailey Stockton,GATC,1,2,1,8,4:23,1,10
6326478,28768,0.608,Bailey Stockton,GATC,1,2,1,6,2:07,1,5
6326865,28768,-0.948,Jamal Haynes,GATC,1,1,2,10,10:30,0,0
6326934,28768,1.793,Bailey Stockton,GATC,1,2,2,3,8:49,1,23
6326980,28768,1.868,Malachi Hosley,GATC,1,1,2,15,7:55,1,24
6326994,28768,-0.451,Zion Taylor,GATC,1,1,2,10,7:11,1,1
6326998,28768,0.827,Eric Rivers,GATC,1,2,2,9,6:33,1,10
6327199,28768,-1.648,Simeon Price,COUN,1,2,2,7,3:26,1,-3
6327213,28768,4.002,Omarion Miller,COUN,1,3,2,10,2:44,1,39
6327397,28768,-0.931,Eric Rivers,GATC,1,1,2,10,0:55,0,0
6327447,28768,-0.543,Eric Rivers,GATC,1,1,2,10,0:34,1,1
6327979,28768,-1.622,Sincere Brown,COUN,1,3,3,2,13:08,0,0
6328099,28768,-1.018,Zion Taylor,GATC,1,3,3,9,10:32,0,0
6328221,28768,0.945,DeKalon Taylor,COUN,1,1,3,10,10:14,1,21
6328363,28768,1.146,Luke Harpring,GATC,1,1,3,10,6:00,1,13
6328391,28768,-0.287,Luke Harpring,GATC,1,3,3,6,4:35,1,5
6328517,28768,1.223,Dre'lon Miller,COUN,1,1,3,10,0:14,1,16
6328566,28768,1.184,Hykeem Williams,COUN,1,2,4,8,14:23,1,9
6328577,28768,-0.727,Dre'lon Miller,COUN,1,1,4,10,13:43,0,0
6328597,28768,1.049,DeKalon Taylor,COUN,1,3,4,3,12:55,1,9
6328627,28768,0.796,Zach Atkins,COUN,1,1,4,10,12:20,1,8
6328705,28768,0.708,Zach Atkins,COUN,1,2,4,10,10:09,1,10
6328713,28768,-0.413,Simeon Price,COUN,1,1,4,10,9:31,0,0
6328801,28768,2.232,Jamal Haynes,GATC,1,1,4,10,8:04,1,27
6328837,28768,-0.882,Isiah Canion,GATC,1,2,4,9,6:50,1,1
6328848,28768,-1.035,Brett Seither,GATC,1,3,4,18,5:33,0,0
6328867,28768,0.668,Micah Welch,COUN,1,1,4,10,5:19,1,8
6328871,28768,0.894,Joseph Williams,COUN,1,2,4,2,4:39,1,10
6328875,28768,-0.93,Joseph Williams,COUN,1,1,4,10,4:05,0,0
6328889,28768,-1.501,DeKalon Taylor,COUN,1,3,4,6,3:15,0,0
6328969,28768,-1.313,Micah Welch,COUN,1,1,4,10,1:07,1,-2
6328975,28768,1.332,Hykeem Williams,COUN,1,2,4,13,0:45,1,11
6328983,28768,-0.854,Dre'lon Miller,COUN,1,1,4,10,0:18,0,0
6328992,28768,1.556,Isaiah Hardge,COUN,1,2,4,10,0:08,1,11
6328994,28768,0,Dre'lon Miller,COUN,1,1,4,10,0:03,0,0
6325488,28779,-0.08,Aidan Laughery,ILUN,1,2,1,9,10:25,1,5
6325501,28779,1.964,Hank Beatty,ILUN,1,3,1,4,9:48,1,16
6325506,28779,0.804,Hank Beatty,ILUN,1,1,1,10,9:24,1,8
6325511,28779,-0.107,Justin Bowick,ILUN,1,2,1,2,8:41,0,0
6325596,28779,0.85,Tanner Arkin,ILUN,1,1,1,3,6:49,1,3
6325746,28779,0.329,Alexander Capka-Jones,ILUN,1,2,1,4,6:02,1,12
6325877,28779,1.987,Justin Bowick,ILUN,1,3,1,3,3:52,1,3
6326111,28779,-0.646,Justin Bowick,ILUN,1,1,1,10,1:28,0,0
6326533,28779,2.019,Hank Beatty,ILUN,1,2,2,10,11:10,1,17
6326549,28779,0.435,Malik Elzy,ILUN,1,2,2,4,10:00,1,10
6326554,28779,0.452,Malik Elzy,ILUN,1,1,2,10,9:35,0,0
6326568,28779,-0.453,Hudson Clement,ILUN,1,1,2,10,9:29,0,0
6326777,28779,-2.227,Ca'Lil Valentine,ILUN,1,2,2,1,5:12,1,11
6326797,28779,4.25,Hank Beatty,ILUN,1,2,2,11,4:43,1,59
6326809,28779,-2.06,Justin Bowick,ILUN,1,1,2,4,4:01,0,0
6326860,28779,2.792,Justin Bowick,ILUN,1,2,2,13,3:15,1,13
6327087,28779,0.833,Hank Beatty,ILUN,1,1,2,10,1:32,1,8
6327644,28779,1.978,Malik Elzy,ILUN,1,2,3,11,14:27,1,15
6327659,28779,0.828,Collin Dixon,ILUN,1,1,3,10,13:49,1,8
6327672,28779,0.07,Tanner Arkin,ILUN,1,2,3,2,13:10,1,11
6327679,28779,0.481,Aidan Laughery,ILUN,1,1,3,10,12:32,1,17
6327699,28779,0.088,Hudson Clement,ILUN,1,2,3,10,11:08,1,5
6327719,28779,-1.783,Cole Rusk,ILUN,1,3,3,5,10:25,0,0
6328385,28779,0.547,Justin Bowick,ILUN,1,1,4,10,13:35,1,7
6328465,28779,1.222,Cole Rusk,ILUN,1,3,4,6,10:13,0,0
6328828,28779,3.575,Mario Sanders,ILUN,1,4,4,10,1:18,1,14
6330419,28786,0.073,Willie Rodriguez,KYUN,1,2,1,15,13:53,1,8
6330433,28786,2.633,Ja'Mori Maclin,KYUN,1,3,1,7,13:08,1,11
6330453,28786,-1.982,Hardley Gilmore IV,KYUN,1,2,1,5,11:57,1,-5
6330472,28786,-1.382,Javian Hester,KYUN,1,3,1,10,11:18,0,0
6330729,28786,-0.646,Hardley Gilmore IV,KYUN,1,2,1,9,8:08,0,0
6330762,28786,1.453,Fred Farrier II,KYUN,1,3,1,9,8:02,0,0
6331133,28786,-4.697,Troy Stellato,KYUN,1,3,1,3,2:48,0,0
6329701,28791,2.202,Dorian Fleming,MDUN,1,2,1,8,10:24,1,15
6329707,28791,-0.973,Leon Haughton Jr.,MDUN,1,1,1,10,10:02,0,0
6329716,28791,-1.158,Jalil Farooq,MDUN,1,2,1,10,9:58,0,0
6329724,28791,-0.718,Jalil Farooq,MDUN,1,3,1,10,9:56,0,0
6329939,28791,-0.88,Shaleak Knotts,MDUN,1,1,1,10,8:13,0,0
6329959,28791,-1.441,Dorian Fleming,MDUN,1,2,1,10,8:07,1,-2
6329976,28791,-0.681,Dorian Fleming,MDUN,1,3,1,12,7:34,1,6
6330249,28791,-0.979,Octavian Smith Jr.,MDUN,1,1,1,10,4:53,0,0
6330290,28791,-0.965,Kaleb Webb,MDUN,1,3,1,6,4:11,0,0
6330869,28791,-0.569,Octavian Smith Jr.,MDUN,1,1,2,10,15:00,0,0
6330873,28791,-0.811,AJ Szymanski,MDUN,1,2,2,10,14:54,0,0
6330891,28791,-1.622,Octavian Smith Jr.,MDUN,1,3,2,10,14:51,1,1
6331060,28791,0.443,Shaleak Knotts,MDUN,1,2,2,5,12:37,1,6
6331062,28791,-0.49,Shaleak Knotts,MDUN,1,1,2,10,12:11,1,1
6331064,28791,-0.868,Octavian Smith Jr.,MDUN,1,2,2,9,11:35,0,0
6331068,28791,-1.753,Dorian Fleming,MDUN,1,3,2,9,11:30,0,0
6331149,28791,0.873,Jalil Farooq,MDUN,1,2,2,7,10:14,1,9
6331161,28791,0.506,Jalil Farooq,MDUN,1,2,2,6,9:24,1,9
6331172,28791,-0.259,Jalil Farooq,MDUN,1,1,2,15,8:35,1,1
6331183,28791,3.393,Shaleak Knotts,MDUN,1,2,2,14,7:57,1,29
6331319,28791,0.562,Dorian Fleming,MDUN,1,3,2,1,5:19,1,6
6331323,28791,-0.666,Jalil Farooq,MDUN,1,1,2,10,4:40,0,0
6331341,28791,1.121,Nolan Ray,MDUN,1,2,2,10,4:36,1,9
6331367,28791,1.446,Leon Haughton Jr.,MDUN,1,3,2,6,3:48,1,9
6331373,28791,2.577,Kaleb Webb,MDUN,1,1,2,10,3:22,1,29
6324949,28795,0.715,Omari Kelly,MIST,1,2,1,4,10:36,1,6
6324954,28795,0.831,Nick Marsh,MIST,1,1,1,10,9:52,1,8
6324975,28795,0.914,Jack Velling,MIST,1,3,1,2,8:34,1,3
6324979,28795,-0.757,Brandon Tullis,MIST,1,1,1,10,7:57,0,0
6325281,28795,1.085,Omari Kelly,MIST,1,1,1,10,1:42,1,14
6325305,28795,0.999,Omari Kelly,MIST,1,3,1,2,0:05,0,0
6325375,28795,0.585,Omari Kelly,MIST,1,2,2,15,14:22,1,10
6325394,28795,2.987,Omari Kelly,MIST,1,4,2,4,12:57,1,10
6325401,28795,0.341,Nick Marsh,MIST,1,1,2,10,12:22,0,0
6325439,28795,0.347,Michael Masunas,MIST,1,2,2,4,11:37,1,8
6325450,28795,1.633,Nick Marsh,MIST,1,1,2,7,10:50,1,7
6325639,28795,0.95,Omari Kelly,MIST,1,1,2,10,8:45,1,14
6325930,28795,-0.677,Omari Kelly,MIST,1,1,2,10,2:54,0,0
6326243,28795,-1.561,Makhi Frazier,MIST,1,2,2,27,0:41,1,-5
6326373,28795,-2.845,Omari Kelly,MIST,1,1,2,10,0:10,1,0
6326763,28795,-1.16,Omari Kelly,MIST,1,2,3,11,14:23,0,0
6326770,28795,-0.815,Chrishon McCray,MIST,1,3,3,11,14:19,0,0
6327273,28795,-1.598,Evan Boyd,MIST,1,3,3,8,6:35,0,0
6327487,28795,0.227,Nick Marsh,MIST,1,1,3,10,2:36,1,6
6327501,28795,0.68,Nick Marsh,MIST,1,2,3,4,1:52,1,6
6327513,28795,0.055,Nick Marsh,MIST,1,1,3,10,1:05,1,5
6327937,28795,-1.073,Omari Kelly,MIST,1,2,4,12,10:46,0,0
