pff_PLAYID,pff_GAMEID,pff_EXPECTED_POINTS_ADDED,target_name,offense,week,down,quarter,distance,game_clock,completion,yards,position,origin,destination
6326373,28795,-2.845,Omari Kelly,MIST,1,1,2,10,00:10,1,0,WR,Middle Tennessee,Michigan State
6326763,28795,-1.16,Omari Kelly,MIST,1,2,3,11,14:23,0,0,WR,Middle Tennessee,Michigan State
6326770,28795,-0.815,Chrishon McCray,MIST,1,3,3,11,14:19,0,0,WR,Kent State,Michigan State
6327273,28795,-1.598,Evan Boyd,MIST,1,3,3,8,06:35,0,0,WR,Central Michigan,Michigan State
6327937,28795,-1.073,Omari Kelly,MIST,1,2,4,12,10:46,0,0,WR,Middle Tennessee,Michigan State
6327949,28795,3.974,Omari Kelly,MIST,1,3,4,12,10:40,1,21,WR,Middle Tennessee,Michigan State
6327999,28795,1.505,Chrishon McCray,MIST,1,1,4,10,08:29,1,28,WR,Kent State,Michigan State
6329876,28802,-0.871,Jack Endries,TXUN,1,3,1,4,14:28,1,3,TE,California,Texas
6329999,28802,-3.952,Max Klare,OHST,1,4,1,1,08:35,0,0,TE,Purdue,Ohio State
6330197,28802,2.484,Max Klare,OHST,1,3,1,3,05:13,1,11,TE,Purdue,Ohio State
6330676,28807,1.003,Cataurus Hicks,PAPT,1,1,1,10,04:14,1,13,WR,Louisville,Pittsburgh
6330690,28807,2.787,Cataurus Hicks,PAPT,1,4,1,4,02:51,1,4,WR,Louisville,Pittsburgh
6330837,28807,-0.621,Deuce Spann,PAPT,1,1,2,5,10:11,0,0,WR,Florida State,Pittsburgh
6331109,28807,0.481,Deuce Spann,PAPT,1,1,2,10,04:50,1,15,WR,Florida State,Pittsburgh
6331389,28807,-0.551,Cataurus Hicks,PAPT,1,1,2,10,02:00,0,0,WR,Louisville,Pittsburgh
6331427,28807,2.222,Cataurus Hicks,PAPT,1,1,2,10,00:54,1,16,WR,Louisville,Pittsburgh
6329717,28808,0.397,Corey Smith,INPU,1,2,1,13,10:35,1,8,WR,Tulsa,Purdue
6329946,28808,-0.681,Nitro Tuggle,INPU,1,3,1,12,06:26,1,6,WR,Georgia,Purdue
6330217,28808,0.621,Michael Jackson III,INPU,1,2,2,10,14:52,1,8,WR,Georgia,Purdue
6330245,28808,0.737,Michael Jackson III,INPU,1,1,2,10,13:42,1,13,WR,Georgia,Purdue
6330261,28808,0.504,EJ Horton Jr.,INPU,1,1,2,10,13:17,1,12,WR,Florida Atlantic,Purdue
6330273,28808,1.045,Michael Jackson III,INPU,1,2,2,10,12:50,1,18,WR,Georgia,Purdue
6329743,28811,-0.902,Brenen Thompson,MSST,1,1,1,10,13:47,0,0,WR,Oklahoma,Mississippi State
6329827,28811,-0.288,Brenen Thompson,MSST,1,1,1,10,09:37,1,4,WR,Oklahoma,Mississippi State
6329975,28811,1.158,Ayden Williams,MSST,1,2,1,8,07:36,0,0,WR,Ole Miss,Mississippi State
6330142,28811,-0.671,Anthony Evans III,MSST,1,1,1,10,06:14,1,6,WR,Georgia,Mississippi State
6330152,28811,-0.912,Anthony Evans III,MSST,1,2,1,11,05:18,1,0,WR,Georgia,Mississippi State
6331074,28811,1.442,Anthony Evans III,MSST,1,1,2,10,04:31,1,19,WR,Georgia,Mississippi State
6331078,28811,0.674,Brenen Thompson,MSST,1,1,2,10,04:13,1,7,WR,Oklahoma,Mississippi State
6331088,28811,1.69,Markus Allen,MSST,1,2,2,13,03:33,0,0,WR,Eastern Michigan,Mississippi State
6331137,28811,0.677,Brenen Thompson,MSST,1,2,2,11,03:11,1,8,WR,Oklahoma,Mississippi State
6331348,28811,0.183,Brenen Thompson,MSST,1,3,2,6,00:46,1,4,WR,Oklahoma,Mississippi State
6329979,28812,-1.317,Johntay Cook II,NYSY,1,3,1,10,10:27,1,4,WR,Washington,Syracuse
6330278,28812,-1.133,Johntay Cook II,NYSY,1,2,1,9,03:56,0,0,WR,Washington,Syracuse
6330473,28812,1.317,Tyshawn Russell,NYSY,1,2,1,7,00:24,1,7,WR,South Carolina,Syracuse
6330595,28812,-0.709,Johntay Cook II,NYSY,1,1,2,10,13:15,0,0,WR,Washington,Syracuse
6330678,28812,5.519,Johntay Cook II,NYSY,1,4,2,10,12:57,1,29,WR,Washington,Syracuse
6331007,28812,-0.957,Johntay Cook II,NYSY,1,1,2,10,11:14,0,0,WR,Washington,Syracuse
6331095,28812,3.019,Johntay Cook II,NYSY,1,3,2,10,11:05,1,11,WR,Washington,Syracuse
6331129,28812,1.134,Johntay Cook II,NYSY,1,2,2,7,09:10,1,12,WR,Washington,Syracuse
6329802,28817,-0.793,Alex Lines,ILNW,1,3,1,9,09:47,1,3,TE,New Mexico State,Northwestern
6329980,28817,0.225,Griffin Wilde,ILNW,1,2,1,9,06:58,1,6,WR,South Dakota State,Northwestern
6330020,28817,0.969,Griffin Wilde,ILNW,1,1,1,10,04:49,1,8,WR,South Dakota State,Northwestern
6330064,28817,-0.644,Griffin Wilde,ILNW,1,2,1,7,01:28,0,0,WR,South Dakota State,Northwestern
6330941,28817,1.199,Griffin Wilde,ILNW,1,1,2,10,03:53,1,15,WR,South Dakota State,Northwestern
6331076,28817,-3.766,Griffin Wilde,ILNW,1,1,2,10,02:00,0,0,WR,South Dakota State,Northwestern
6336626,28772,0.988,O'Mega Blake,ARUN,1,1,1,10,14:54,1,13,WR,Charlotte,Arkansas
6336645,28772,0.674,Jalen Brown,ARUN,1,2,1,4,13:47,1,10,WR,Florida State,Arkansas
6336761,28772,-0.261,Raylen Sharpe,ARUN,1,2,1,6,10:50,1,2,WR,Fresno State,Arkansas
6337301,28772,1.778,O'Mega Blake,ARUN,1,1,1,10,06:23,1,29,WR,Charlotte,Arkansas
6337873,28772,1.155,Jaden Platt,ARUN,1,1,1,10,01:36,1,15,TE,Texas A&M,Arkansas
6337907,28772,-0.666,Raylen Sharpe,ARUN,1,1,1,15,01:01,0,0,WR,Fresno State,Arkansas
6338186,28772,1.11,O'Mega Blake,ARUN,1,2,2,9,14:50,1,9,WR,Charlotte,Arkansas
6338190,28772,-0.646,O'Mega Blake,ARUN,1,1,2,10,14:27,0,0,WR,Charlotte,Arkansas
6338242,28772,3.697,Raylen Sharpe,ARUN,1,3,2,5,13:47,1,35,WR,Fresno State,Arkansas
6338710,28772,-0.811,Kam Shanks,ARUN,1,1,2,10,09:32,1,1,WR,UAB,Arkansas
6338757,28772,0.414,Raylen Sharpe,ARUN,1,2,2,4,07:57,1,4,WR,Fresno State,Arkansas
6339072,28772,1.885,Jalen Brown,ARUN,1,2,2,5,02:16,1,5,WR,Florida State,Arkansas
6339309,28772,-0.835,Jalen Brown,ARUN,1,1,2,10,01:05,0,0,WR,Florida State,Arkansas
6339337,28772,2.239,O'Mega Blake,ARUN,1,2,2,10,01:00,1,27,WR,Charlotte,Arkansas
6339346,28772,0.315,O'Mega Blake,ARUN,1,1,2,10,00:44,0,0,WR,Charlotte,Arkansas
6333445,28774,-0.872,VJ Wilkins,MABC,1,1,2,10,14:01,0,0,WR,Campbell,Boston College
6337588,28774,3.321,VJ Wilkins,MABC,1,1,4,10,09:39,1,55,WR,Campbell,Boston College
6335337,28778,2.854,Zachariah Branch,GAUN,1,3,1,4,12:33,1,25,WR,USC,Georgia
6335961,28778,2.004,Zachariah Branch,GAUN,1,3,1,5,04:48,1,23,WR,USC,Georgia
6338335,28778,-0.598,Noah Thomas,GAUN,1,1,2,10,00:50,0,0,WR,Texas A&M,Georgia
6338391,28778,-0.508,Zachariah Branch,GAUN,1,1,2,10,00:38,0,0,WR,USC,Georgia
6339321,28778,3.355,Zachariah Branch,GAUN,1,1,3,10,13:26,1,47,WR,USC,Georgia
6333664,28780,-3.251,Riley Nowakowski,INUN,1,4,1,1,09:47,0,0,TE,Wisconsin,Indiana
6334078,28780,-0.167,Jonathan Brady,INUN,1,1,1,10,03:26,1,4,WR,California,Indiana
6335266,28780,-0.971,Riley Nowakowski,INUN,1,1,2,10,06:46,0,0,TE,Wisconsin,Indiana
6336375,28780,-0.943,Holden Staes,INUN,1,1,2,10,01:38,0,0,TE,Tennessee,Indiana
6336415,28780,-0.074,Holden Staes,INUN,1,1,2,10,00:41,1,4,TE,Tennessee,Indiana
6337395,28780,0.361,Riley Nowakowski,INUN,1,1,3,10,13:35,1,6,TE,Wisconsin,Indiana
6338068,28780,1.118,Riley Nowakowski,INUN,1,2,3,10,06:23,1,9,TE,Wisconsin,Indiana
6335748,28782,1.357,Xavier Townsend,IAST,1,1,1,10,05:44,1,18,WR,UCF,Iowa State
6337092,28782,0.273,Xavier Townsend,IAST,1,1,2,10,07:51,1,6,WR,UCF,Iowa State
6331830,28786,-0.897,Kendrick Law,KYUN,1,2,2,3,06:51,0,0,WR,Alabama,Kentucky
6331925,28786,-1.793,Hardley Gilmore IV,KYUN,1,3,2,7,02:54,1,0,WR,Nebraska,Kentucky
6332354,28786,-0.957,Hardley Gilmore IV,KYUN,1,1,2,10,01:07,0,0,WR,Nebraska,Kentucky
6333326,28786,2.347,Hardley Gilmore IV,KYUN,1,2,3,11,13:03,0,0,WR,Nebraska,Kentucky
6333468,28786,-0.637,Hardley Gilmore IV,KYUN,1,1,3,10,10:27,0,0,WR,Nebraska,Kentucky
6333495,28786,-0.893,Javian Hester,KYUN,1,2,3,10,10:20,0,0,WR,Oklahoma,Kentucky
6333512,28786,-1.658,Hardley Gilmore IV,KYUN,1,3,3,10,10:17,0,0,WR,Nebraska,Kentucky
6333981,28786,-1.714,Javian Hester,KYUN,1,3,3,9,06:37,0,0,WR,Oklahoma,Kentucky
6334639,28786,1.567,Kendrick Law,KYUN,1,3,4,10,13:03,0,0,WR,Alabama,Kentucky
6335597,28786,-1.641,Javian Hester,KYUN,1,3,4,8,04:35,0,0,WR,Oklahoma,Kentucky
6334189,28790,1.103,TreyShun Hurry,KYLO,1,1,1,10,14:52,1,9,WR,San José State,Louisville
6334229,28790,-0.942,Jacob Stewart,KYLO,1,2,1,10,12:00,1,1,TE,San José State,Louisville
6336888,28790,-8.35,TreyShun Hurry,KYLO,1,1,2,10,00:57,0,0,WR,San José State,Louisville
6339014,28790,0.564,Davon Mitchell,KYLO,1,1,3,10,05:15,1,8,TE,Oklahoma,Louisville
6339103,28790,-0.408,Dacari Collins,KYLO,1,2,3,14,01:42,1,5,WR,NC State,Louisville
6331625,28791,-0.442,Dorian Fleming,MDUN,1,1,2,9,00:48,0,0,TE,Georgia State,Maryland
6331633,28791,2.401,Dorian Fleming,MDUN,1,2,2,9,00:42,1,9,TE,Georgia State,Maryland
6332204,28791,-0.83,Dorian Fleming,MDUN,1,2,3,9,14:36,1,2,TE,Georgia State,Maryland
6332307,28791,4.323,Jalil Farooq,MDUN,1,3,3,17,13:34,1,24,WR,Oklahoma,Maryland
6332334,28791,1.027,Dorian Fleming,MDUN,1,1,3,10,12:14,0,0,TE,Georgia State,Maryland
6332400,28791,-1.663,Jalil Farooq,MDUN,1,3,3,6,11:23,0,0,WR,Oklahoma,Maryland
6332755,28791,0.398,Kaleb Webb,MDUN,1,1,3,10,10:10,1,10,WR,Tennessee,Maryland
6333983,28791,3.094,Jordan Scott,MDUN,1,3,4,7,10:56,0,0,WR,Florida State,Maryland
6334737,28791,-0.918,Jordan Scott,MDUN,1,1,4,10,05:05,0,0,WR,Florida State,Maryland
6334983,28791,-3.155,Jordan Scott,MDUN,1,4,4,4,01:06,0,0,WR,Florida State,Maryland
6333609,28802,0.563,Jack Endries,TXUN,1,1,4,10,09:45,1,14,TE,California,Texas
6334604,28802,3.553,Jack Endries,TXUN,1,2,4,10,02:20,1,30,TE,California,Texas
6334695,28802,-1.114,Jack Endries,TXUN,1,2,4,5,01:42,0,0,TE,California,Texas
6334741,28802,-2.228,Jack Endries,TXUN,1,4,4,5,01:34,1,3,TE,California,Texas
6337184,28804,1.031,Malik Benson,ORUN,1,1,1,10,01:35,1,18,WR,Florida State,Oregon
6337439,28804,0.621,Malik Benson,ORUN,1,2,2,9,14:25,1,7,WR,Florida State,Oregon
6337542,28804,0.877,Malik Benson,ORUN,1,3,2,8,12:26,1,7,WR,Florida State,Oregon
6338942,28804,0.183,Malik Benson,ORUN,1,2,2,4,00:31,1,8,WR,Florida State,Oregon
6338960,28804,0.835,Malik Benson,ORUN,1,2,2,10,00:20,0,0,WR,Florida State,Oregon
6339002,28804,2.53,Malik Benson,ORUN,1,2,2,10,00:08,1,11,WR,Florida State,Oregon
6335547,28806,1.384,Kyron Hudson,PAST,1,2,1,6,09:10,1,13,WR,USC,Penn State
6335586,28806,0.33,Kyron Hudson,PAST,1,1,1,10,08:08,1,6,WR,USC,Penn State
6335720,28806,-0.406,Kyron Hudson,PAST,1,1,1,10,04:44,0,0,WR,USC,Penn State
6336086,28806,-0.266,Trebor Pena,PAST,1,1,1,6,02:57,1,2,WR,Syracuse,Penn State
6336629,28806,1.043,Trebor Pena,PAST,1,1,2,10,14:20,1,14,WR,Syracuse,Penn State
6336767,28806,0.674,Kyron Hudson,PAST,1,2,2,4,11:03,1,18,WR,USC,Penn State
6336788,28806,0.28,Trebor Pena,PAST,1,1,2,10,10:24,1,12,WR,Syracuse,Penn State
6337993,28806,0.545,Kyron Hudson,PAST,1,1,2,10,01:28,1,7,WR,USC,Penn State
6338012,28806,-0.677,Kyron Hudson,PAST,1,1,2,10,01:08,0,0,WR,USC,Penn State
6338035,28806,-0.939,Trebor Pena,PAST,1,2,2,10,01:03,0,0,WR,Syracuse,Penn State
6338080,28806,1.806,Devonte Ross,PAST,1,4,2,2,00:41,1,4,WR,Hudson Valley,Penn State
6338100,28806,2.646,Kyron Hudson,PAST,1,1,2,10,00:31,1,31,WR,USC,Penn State
6338928,28806,0.713,Trebor Pena,PAST,1,2,3,1,14:36,1,18,WR,Syracuse,Penn State
6338952,28806,0.614,Trebor Pena,PAST,1,1,3,10,13:56,1,13,WR,Syracuse,Penn State
6339005,28806,0.947,Kyron Hudson,PAST,1,2,3,9,12:18,1,14,WR,USC,Penn State
6339077,28806,-0.651,Trebor Pena,PAST,1,2,3,8,10:56,1,0,WR,Syracuse,Penn State
6339310,28806,1.813,Trebor Pena,PAST,1,1,3,10,07:36,1,15,WR,Syracuse,Penn State
6331993,28807,1.61,Cataurus Hicks,PAPT,1,1,3,10,15:00,1,22,WR,Louisville,Pittsburgh
6333600,28807,-1.03,Deuce Spann,PAPT,1,3,4,10,13:48,0,0,WR,Florida State,Pittsburgh
6334093,28807,-0.942,Deuce Spann,PAPT,1,2,4,6,08:39,1,-3,WR,Florida State,Pittsburgh
6331756,28808,0.776,Michael Jackson III,INPU,1,1,3,10,07:16,1,10,WR,Georgia,Purdue
6331776,28808,0.687,Michael Jackson III,INPU,1,2,3,4,06:26,1,9,WR,Georgia,Purdue
6331809,28808,2.096,Michael Jackson III,INPU,1,2,3,5,04:44,1,14,WR,Georgia,Purdue
6332410,28808,-0.93,EJ Horton Jr.,INPU,1,1,4,10,14:59,0,0,WR,Florida Atlantic,Purdue
6332415,28808,2.271,Nitro Tuggle,INPU,1,2,4,10,14:51,1,19,WR,Georgia,Purdue
6332443,28808,0.452,EJ Horton Jr.,INPU,1,1,4,10,13:15,1,12,WR,Florida Atlantic,Purdue
6332460,28808,1.232,EJ Horton Jr.,INPU,1,3,4,6,12:05,1,14,WR,Florida Atlantic,Purdue
6332949,28808,1.719,Corey Smith,INPU,1,1,4,10,05:26,1,22,WR,Tulsa,Purdue
6333007,28808,-2.401,Michael Jackson III,INPU,1,3,4,3,03:46,0,0,WR,Georgia,Purdue
6334817,28811,1.857,Anthony Evans III,MSST,1,2,3,10,12:18,1,11,WR,Georgia,Mississippi State
6334869,28811,2.212,Brenen Thompson,MSST,1,1,3,10,11:49,1,51,WR,Oklahoma,Mississippi State
6335776,28811,1.862,Brenen Thompson,MSST,1,2,3,8,07:36,1,12,WR,Oklahoma,Mississippi State
6336051,28811,-0.849,Markus Allen,MSST,1,1,3,10,06:56,0,0,WR,Eastern Michigan,Mississippi State
6336192,28811,-0.699,Brenen Thompson,MSST,1,1,3,10,06:29,0,0,WR,Oklahoma,Mississippi State
6336218,28811,0.532,Ayden Williams,MSST,1,2,3,10,06:23,1,7,WR,Ole Miss,Mississippi State
6336271,28811,0.9,Ayden Williams,MSST,1,3,3,3,06:05,1,10,WR,Ole Miss,Mississippi State
6336954,28811,0.44,Brenen Thompson,MSST,1,1,3,10,03:07,1,6,WR,Oklahoma,Mississippi State
6339028,28811,0.505,Markus Allen,MSST,1,1,4,10,06:40,1,7,WR,Eastern Michigan,Mississippi State
6339099,28811,-0.953,Cam Thompson,MSST,1,1,4,10,05:37,0,0,WR,Northern Illinois,Mississippi State
6331459,28812,-0.65,Tyshawn Russell,NYSY,1,1,2,10,04:52,0,0,WR,South Carolina,Syracuse
6331499,28812,1.006,Johntay Cook II,NYSY,1,1,2,10,04:41,0,0,WR,Washington,Syracuse
6331713,28812,1.973,Johntay Cook II,NYSY,1,2,2,3,02:00,1,3,WR,Washington,Syracuse
6333232,28812,-0.729,Johntay Cook II,NYSY,1,1,3,10,11:21,0,0,WR,Washington,Syracuse
6333251,28812,-1.128,Johntay Cook II,NYSY,1,2,3,10,11:16,1,-1,WR,Washington,Syracuse
6334270,28812,3.951,Tyshawn Russell,NYSY,1,3,3,6,00:46,1,28,WR,South Carolina,Syracuse
6335736,28812,-0.034,Tyshawn Russell,NYSY,1,3,4,9,02:04,1,5,WR,South Carolina,Syracuse
6332229,28817,1.867,Griffin Wilde,ILNW,1,1,3,10,07:22,1,22,WR,South Dakota State,Northwestern
6332633,28817,1.002,Chase Farrell,ILNW,1,1,3,10,03:51,1,8,WR,Stanford,Northwestern
6332645,28817,-0.148,Alex Lines,ILNW,1,2,3,2,03:30,1,4,TE,New Mexico State,Northwestern
6332875,28817,1.363,Griffin Wilde,ILNW,1,1,3,10,00:54,0,0,WR,South Dakota State,Northwestern
6333102,28817,0.999,Griffin Wilde,ILNW,1,1,4,10,15:00,1,8,WR,South Dakota State,Northwestern
6333131,28817,-0.997,Alex Lines,ILNW,1,2,4,3,13:55,1,0,TE,New Mexico State,Northwestern
6333181,28817,-3.1,Griffin Wilde,ILNW,1,1,4,10,13:02,0,0,WR,South Dakota State,Northwestern
6333674,28817,-0.825,Chase Farrell,ILNW,1,2,4,22,08:58,0,0,WR,Stanford,Northwestern
6334061,28817,1.986,Griffin Wilde,ILNW,1,3,4,4,04:18,1,5,WR,South Dakota State,Northwestern
6332466,28827,1.125,Cam Vaughn,WVUN,1,1,1,10,13:37,1,9,WR,Jacksonville State,West Virginia
6332490,28827,1.582,Cam Vaughn,WVUN,1,2,1,8,12:21,1,20,WR,Jacksonville State,West Virginia
6333406,28827,0.643,Jacob Barrick,WVUN,1,2,2,2,15:00,1,15,TE,Jacksonville State,West Virginia
6333820,28827,0.066,Cam Vaughn,WVUN,1,2,2,3,08:55,1,6,WR,Jacksonville State,West Virginia
6333826,28827,1.112,Cam Vaughn,WVUN,1,1,2,10,08:34,1,9,WR,Jacksonville State,West Virginia
6333849,28827,-5.17,Cam Vaughn,WVUN,1,2,2,1,08:17,1,17,WR,Jacksonville State,West Virginia
6334595,28827,-5.172,Grayson Barnes,WVUN,1,1,2,10,03:02,1,7,TE,Northern Illinois,West Virginia
6335650,28827,0.695,Grayson Barnes,WVUN,1,2,3,6,13:02,1,20,TE,Northern Illinois,West Virginia
6336029,28827,-1.036,Oran Singleton Jr.,WVUN,1,2,3,11,09:35,0,0,WR,Eastern Michigan,West Virginia
6336056,28827,-0.441,Oran Singleton Jr.,WVUN,1,3,3,11,09:32,1,7,WR,Eastern Michigan,West Virginia
6336800,28827,0.382,Grayson Barnes,WVUN,1,2,3,7,01:57,1,6,TE,Northern Illinois,West Virginia
6336956,28827,-1.048,Cam Vaughn,WVUN,1,2,4,7,15:00,0,0,WR,Jacksonville State,West Virginia
6337014,28827,0.905,Cam Vaughn,WVUN,1,3,4,12,14:55,1,11,WR,Jacksonville State,West Virginia
6337038,28827,3.302,Cam Vaughn,WVUN,1,1,4,10,14:00,1,46,WR,Jacksonville State,West Virginia
6337973,28827,-1.157,Jordan McCants,WVUN,1,3,4,3,06:37,0,0,WR,Jacksonville State,West Virginia
6338264,28827,1.108,Logan Ramper,WVUN,1,2,4,6,03:50,1,8,WR,Slippery Rock,West Virginia
6336251,28829,-0.6,Duce Robinson,FLST,1,2,1,8,05:49,1,3,WR,USC,Florida State
6336348,28829,-0.474,Randy Pittman Jr.,FLST,1,2,1,15,04:00,1,4,TE,UCF,Florida State
6336559,28829,3.327,Squirrel White,FLST,1,3,1,11,03:34,1,40,WR,Tennessee,Florida State
6336798,28829,0.425,Isaiah Horton,ALUN,1,1,1,10,00:02,1,6,WR,Miami,Alabama
6337085,28829,2.3,Randy Pittman Jr.,FLST,1,3,2,5,12:01,1,14,TE,UCF,Florida State
6337623,28829,1.211,Duce Robinson,FLST,1,1,2,10,08:23,1,15,WR,USC,Florida State
6337787,28829,-2.21,Duce Robinson,FLST,1,3,2,4,03:56,0,0,WR,USC,Florida State
6339367,28772,-0.483,Kam Shanks,ARUN,1,1,2,10,00:40,0,0,WR,UAB,Arkansas
6339421,28772,-1.064,O'Mega Blake,ARUN,1,3,2,11,00:29,1,23,WR,Charlotte,Arkansas
6339462,28772,3.284,O'Mega Blake,ARUN,1,3,2,21,00:24,1,27,WR,Charlotte,Arkansas
6339573,28772,1.454,O'Mega Blake,ARUN,1,1,2,6,00:14,1,6,WR,Charlotte,Arkansas
6340655,28772,1.46,Jalen Brown,ARUN,1,2,3,3,13:46,1,29,WR,Florida State,Arkansas
6340699,28772,0.391,O'Mega Blake,ARUN,1,2,3,6,12:32,1,10,WR,Charlotte,Arkansas
6341279,28772,0.405,Kam Shanks,ARUN,1,1,3,10,07:22,0,0,WR,UAB,Arkansas
6341434,28772,1.285,Kam Shanks,ARUN,1,3,3,6,04:58,1,11,WR,UAB,Arkansas
6341452,28772,0.558,Kam Shanks,ARUN,1,1,3,10,04:35,1,7,WR,UAB,Arkansas
6349818,28775,2.134,Carsen Ryan,UTBY,1,1,2,10,04:59,1,25,TE,Utah,BYU
6349908,28775,2.367,Carsen Ryan,UTBY,1,1,2,10,03:41,1,22,TE,Utah,BYU
6344470,28776,-0.064,J. Michael Sturdivant,FLUN,1,1,1,10,06:52,1,4,WR,UCLA,Florida
6344593,28776,-0.569,J. Michael Sturdivant,FLUN,1,1,1,10,05:43,0,0,WR,UCLA,Florida
6348348,28776,1.134,J. Michael Sturdivant,FLUN,1,2,2,3,01:33,0,0,WR,UCLA,Florida
6348409,28776,2.848,J. Michael Sturdivant,FLUN,1,3,2,8,00:16,1,8,WR,UCLA,Florida
6339517,28780,1.584,Jonathan Brady,INUN,1,3,4,3,05:41,1,4,WR,California,Indiana
6339532,28780,-0.88,Jonathan Brady,INUN,1,1,4,10,05:08,0,0,WR,California,Indiana
6339554,28780,0.915,Jonathan Brady,INUN,1,2,4,10,05:02,0,0,WR,California,Indiana
6341351,28781,-0.419,Sam Phillips,IAUN,1,1,1,10,09:45,0,0,WR,Chattanooga,Iowa
6339929,28782,3.344,Xavier Townsend,IAST,1,3,3,14,03:22,0,0,WR,UCF,Iowa State
6340111,28782,0.981,Xavier Townsend,IAST,1,2,3,9,00:40,1,10,WR,UCF,Iowa State
6340321,28782,-0.733,Chase Sowell,IAST,1,2,4,6,14:15,0,0,WR,East Carolina,Iowa State
6343384,28784,-0.91,Jerand Bradley,KSST,1,1,1,10,02:48,0,0,WR,Boston College,Kansas State
6343438,28784,-1.153,Jaron Tibbs,KSST,1,2,1,10,02:45,0,0,WR,Purdue,Kansas State
6343526,28784,0.101,Jerand Bradley,KSST,1,1,1,10,02:33,1,5,WR,Boston College,Kansas State
6346522,28784,-2.032,Jaron Tibbs,KSST,1,3,2,6,13:47,0,0,WR,Purdue,Kansas State
6347572,28784,0.317,Jaron Tibbs,KSST,1,2,2,3,05:37,1,10,WR,Purdue,Kansas State
6347638,28784,2.502,Jaron Tibbs,KSST,1,2,2,4,04:24,1,30,WR,Purdue,Kansas State
6348795,28784,1.716,Jerand Bradley,KSST,1,3,3,5,12:09,1,8,WR,Boston College,Kansas State
6350660,28784,1.884,Jerand Bradley,KSST,1,3,3,2,06:25,1,11,WR,Boston College,Kansas State
6339466,28790,1.011,Dacari Collins,KYLO,1,1,4,10,13:09,1,16,WR,NC State,Louisville
6344585,28794,0.799,Donaven McCulley,MIUN,1,1,1,10,11:12,1,8,WR,Indiana,Michigan
6346279,28794,-1.096,Donaven McCulley,MIUN,1,3,1,8,01:01,1,7,WR,Indiana,Michigan
6346889,28794,-0.93,Donaven McCulley,MIUN,1,1,2,10,11:27,0,0,WR,Indiana,Michigan
6348756,28794,0.906,Donaven McCulley,MIUN,1,2,2,9,01:01,1,9,WR,Indiana,Michigan
6345284,28797,0.659,Harrison Wallace III,MSUN,1,1,1,10,11:02,1,13,WR,Penn State,Ole Miss
6345646,28797,-6.017,Harrison Wallace III,MSUN,1,1,1,10,08:27,0,0,WR,Penn State,Ole Miss
6346045,28797,1.098,Caleb Odom,MSUN,1,1,1,10,02:53,1,9,WR,Alabama,Ole Miss
6346580,28797,3.213,Harrison Wallace III,MSUN,1,1,2,10,14:04,1,47,WR,Penn State,Ole Miss
6347948,28797,1.251,Harrison Wallace III,MSUN,1,2,2,10,10:00,1,20,WR,Penn State,Ole Miss
6349090,28797,0.789,Deuce Alexander,MSUN,1,1,2,10,05:19,1,8,WR,Wake Forest,Ole Miss
6349276,28797,-0.637,Deuce Alexander,MSUN,1,1,2,10,02:08,0,0,WR,Wake Forest,Ole Miss
6349523,28797,0.001,Caleb Odom,MSUN,1,3,2,1,01:56,1,4,WR,Alabama,Ole Miss
6349661,28797,1.914,De'Zhaun Stribling,MSUN,1,3,2,5,00:40,1,8,WR,Oklahoma State,Ole Miss
6340393,28803,-1.121,Isaiah Sategna III,OKUN,1,2,1,8,09:15,0,0,WR,Arkansas,Oklahoma
6340843,28803,0.95,Keontez Lewis,OKUN,1,1,1,10,05:30,1,14,WR,Southern Illinois,Oklahoma
6340951,28803,-0.542,Isaiah Sategna III,OKUN,1,1,1,10,01:54,1,0,WR,Arkansas,Oklahoma
6342239,28803,-0.525,Keontez Lewis,OKUN,1,1,2,10,11:45,0,0,WR,Southern Illinois,Oklahoma
6342634,28803,2.2,Isaiah Sategna III,OKUN,1,2,2,9,07:50,1,16,WR,Arkansas,Oklahoma
6342654,28803,-0.173,Keontez Lewis,OKUN,1,1,2,10,07:27,1,4,WR,Southern Illinois,Oklahoma
6342743,28803,-0.849,Jer'Michael Carter,OKUN,1,2,2,14,03:17,0,0,WR,McNeese,Oklahoma
6345174,28803,2.118,Keontez Lewis,OKUN,1,3,3,4,05:14,1,8,WR,Southern Illinois,Oklahoma
6345590,28803,0.55,Carson Kent,OKUN,1,1,3,10,01:07,1,7,TE,Kennesaw State,Oklahoma
6345661,28803,0.0,Isaiah Sategna III,OKUN,1,2,3,3,00:28,0,0,WR,Arkansas,Oklahoma
6345755,28803,-0.039,Keontez Lewis,OKUN,1,2,3,3,00:18,1,6,WR,Southern Illinois,Oklahoma
6345828,28803,2.544,Keontez Lewis,OKUN,1,1,4,10,15:00,1,28,WR,Southern Illinois,Oklahoma
6346345,28803,2.36,Keontez Lewis,OKUN,1,2,4,13,12:42,1,19,WR,Southern Illinois,Oklahoma
6347223,28803,1.339,Will Huggins,OKUN,1,2,4,4,08:10,1,15,TE,Pittsburg St,Oklahoma
6347373,28803,0.609,Keontez Lewis,OKUN,1,2,4,5,06:26,1,15,WR,Southern Illinois,Oklahoma
6347560,28803,-0.111,Keontez Lewis,OKUN,1,2,4,13,05:16,1,5,WR,Southern Illinois,Oklahoma
